2021-05-09 12:12:50,415 - Eye - INFO - Train Dataset uploaded!
2021-05-09 12:12:50,415 - Eye - INFO - device:cuda
2021-05-09 12:14:03,535 - Eye - INFO - ['Epoch:00, Iter: 20, Lr:0.00010000', 'Loss:1.7270', 'train_acc:19.53']
2021-05-09 12:14:12,494 - Eye - INFO - ['Epoch:00, Iter: 40, Lr:0.00010000', 'Loss:1.6972', 'train_acc:28.28']
2021-05-09 12:14:21,355 - Eye - INFO - ['Epoch:00, Iter: 60, Lr:0.00010000', 'Loss:1.5860', 'train_acc:32.71']
2021-05-09 12:14:30,628 - Eye - INFO - ['Epoch:00, Iter: 80, Lr:0.00010000', 'Loss:1.4746', 'train_acc:35.78']
2021-05-09 12:14:39,941 - Eye - INFO - ['Epoch:00, Iter:100, Lr:0.00010000', 'Loss:1.4024', 'train_acc:38.05']
2021-05-09 12:14:49,344 - Eye - INFO - ['Epoch:00, Iter:120, Lr:0.00010000', 'Loss:1.4485', 'train_acc:39.52']
2021-05-09 12:14:58,759 - Eye - INFO - ['Epoch:00, Iter:140, Lr:0.00010000', 'Loss:1.2676', 'train_acc:40.83']
2021-05-09 12:15:08,264 - Eye - INFO - ['Epoch:00, Iter:160, Lr:0.00010000', 'Loss:1.1416', 'train_acc:42.10']
2021-05-09 12:15:17,754 - Eye - INFO - ['Epoch:00, Iter:180, Lr:0.00010000', 'Loss:1.3440', 'train_acc:43.18']
2021-05-09 12:15:26,919 - Eye - INFO - ['Epoch:00, Iter:200, Lr:0.00010000', 'Loss:1.1698', 'train_acc:44.26']
2021-05-09 12:15:36,277 - Eye - INFO - ['Epoch:00, Iter:220, Lr:0.00010000', 'Loss:1.1357', 'train_acc:45.04']
2021-05-09 12:15:45,640 - Eye - INFO - ['Epoch:00, Iter:240, Lr:0.00010000', 'Loss:1.2122', 'train_acc:45.75']
2021-05-09 12:15:55,179 - Eye - INFO - ['Epoch:00, Iter:260, Lr:0.00010000', 'Loss:1.1789', 'train_acc:46.34']
2021-05-09 12:16:03,985 - Eye - INFO - ['Epoch:00, Iter:280, Lr:0.00010000', 'Loss:1.1183', 'train_acc:46.88']
2021-05-09 12:16:08,588 - Eye - INFO - ['Epoch:00, Lr:0.00010000, Cost:138.78s', 'Loss:1.0505', 'train_acc:46.93', 'val_acc:19.53', 'val_loss:1.84']
2021-05-09 12:16:20,514 - Eye - INFO - ['Epoch:01, Iter: 20, Lr:0.00005000', 'Loss:1.0800', 'train_acc:55.31']
2021-05-09 12:16:29,896 - Eye - INFO - ['Epoch:01, Iter: 40, Lr:0.00005000', 'Loss:1.1271', 'train_acc:54.02']
2021-05-09 12:16:39,433 - Eye - INFO - ['Epoch:01, Iter: 60, Lr:0.00005000', 'Loss:1.1541', 'train_acc:55.23']
2021-05-09 12:16:48,852 - Eye - INFO - ['Epoch:01, Iter: 80, Lr:0.00005000', 'Loss:0.9444', 'train_acc:55.88']
2021-05-09 12:16:58,236 - Eye - INFO - ['Epoch:01, Iter:100, Lr:0.00005000', 'Loss:1.0301', 'train_acc:56.41']
2021-05-09 12:17:07,425 - Eye - INFO - ['Epoch:01, Iter:120, Lr:0.00005000', 'Loss:1.0304', 'train_acc:56.84']
2021-05-09 12:17:16,858 - Eye - INFO - ['Epoch:01, Iter:140, Lr:0.00005000', 'Loss:1.1384', 'train_acc:56.88']
2021-05-09 12:17:26,361 - Eye - INFO - ['Epoch:01, Iter:160, Lr:0.00005000', 'Loss:1.0532', 'train_acc:56.97']
2021-05-09 12:17:35,507 - Eye - INFO - ['Epoch:01, Iter:180, Lr:0.00005000', 'Loss:1.0983', 'train_acc:57.41']
2021-05-09 12:17:44,577 - Eye - INFO - ['Epoch:01, Iter:200, Lr:0.00005000', 'Loss:1.0449', 'train_acc:57.42']
2021-05-09 12:17:53,978 - Eye - INFO - ['Epoch:01, Iter:220, Lr:0.00005000', 'Loss:0.9533', 'train_acc:57.41']
2021-05-09 12:18:03,367 - Eye - INFO - ['Epoch:01, Iter:240, Lr:0.00005000', 'Loss:0.9849', 'train_acc:57.55']
2021-05-09 12:18:12,816 - Eye - INFO - ['Epoch:01, Iter:260, Lr:0.00005000', 'Loss:0.8355', 'train_acc:57.73']
2021-05-09 12:18:22,579 - Eye - INFO - ['Epoch:01, Iter:280, Lr:0.00005000', 'Loss:0.9437', 'train_acc:57.90']
2021-05-09 12:18:27,144 - Eye - INFO - ['Epoch:01, Lr:0.00005000, Cost:138.46s', 'Loss:0.9741', 'train_acc:57.91', 'val_acc:40.10', 'val_loss:1.25']
2021-05-09 12:18:40,135 - Eye - INFO - ['Epoch:02, Iter: 20, Lr:0.00002500', 'Loss:0.8930', 'train_acc:61.56']
2021-05-09 12:18:49,595 - Eye - INFO - ['Epoch:02, Iter: 40, Lr:0.00002500', 'Loss:0.9737', 'train_acc:62.11']
2021-05-09 12:18:59,053 - Eye - INFO - ['Epoch:02, Iter: 60, Lr:0.00002500', 'Loss:1.0758', 'train_acc:62.27']
2021-05-09 12:19:08,499 - Eye - INFO - ['Epoch:02, Iter: 80, Lr:0.00002500', 'Loss:0.8154', 'train_acc:62.34']
2021-05-09 12:19:17,991 - Eye - INFO - ['Epoch:02, Iter:100, Lr:0.00002500', 'Loss:1.0228', 'train_acc:62.23']
2021-05-09 12:19:27,393 - Eye - INFO - ['Epoch:02, Iter:120, Lr:0.00002500', 'Loss:0.8583', 'train_acc:62.38']
2021-05-09 12:19:36,627 - Eye - INFO - ['Epoch:02, Iter:140, Lr:0.00002500', 'Loss:0.9868', 'train_acc:62.35']
2021-05-09 12:19:46,021 - Eye - INFO - ['Epoch:02, Iter:160, Lr:0.00002500', 'Loss:0.8984', 'train_acc:62.59']
2021-05-09 12:19:55,359 - Eye - INFO - ['Epoch:02, Iter:180, Lr:0.00002500', 'Loss:0.8169', 'train_acc:63.06']
2021-05-09 12:20:04,790 - Eye - INFO - ['Epoch:02, Iter:200, Lr:0.00002500', 'Loss:0.8343', 'train_acc:63.10']
2021-05-09 12:20:14,383 - Eye - INFO - ['Epoch:02, Iter:220, Lr:0.00002500', 'Loss:0.9993', 'train_acc:63.11']
2021-05-09 12:20:23,804 - Eye - INFO - ['Epoch:02, Iter:240, Lr:0.00002500', 'Loss:0.7775', 'train_acc:63.29']
2021-05-09 12:20:33,189 - Eye - INFO - ['Epoch:02, Iter:260, Lr:0.00002500', 'Loss:0.9475', 'train_acc:63.26']
2021-05-09 12:20:42,288 - Eye - INFO - ['Epoch:02, Iter:280, Lr:0.00002500', 'Loss:0.7944', 'train_acc:63.44']
2021-05-09 12:20:46,807 - Eye - INFO - ['Epoch:02, Lr:0.00002500, Cost:139.57s', 'Loss:0.8127', 'train_acc:63.45', 'val_acc:37.24', 'val_loss:1.30']
2021-05-09 12:20:58,808 - Eye - INFO - ['Epoch:03, Iter: 20, Lr:0.00002500', 'Loss:0.7870', 'train_acc:66.56']
2021-05-09 12:21:08,208 - Eye - INFO - ['Epoch:03, Iter: 40, Lr:0.00002500', 'Loss:0.8048', 'train_acc:65.86']
2021-05-09 12:21:17,651 - Eye - INFO - ['Epoch:03, Iter: 60, Lr:0.00002500', 'Loss:0.8833', 'train_acc:65.81']
2021-05-09 12:21:27,142 - Eye - INFO - ['Epoch:03, Iter: 80, Lr:0.00002500', 'Loss:1.0282', 'train_acc:66.45']
2021-05-09 12:21:36,691 - Eye - INFO - ['Epoch:03, Iter:100, Lr:0.00002500', 'Loss:0.9610', 'train_acc:66.75']
2021-05-09 12:21:46,117 - Eye - INFO - ['Epoch:03, Iter:120, Lr:0.00002500', 'Loss:0.6261', 'train_acc:67.57']
2021-05-09 12:21:55,635 - Eye - INFO - ['Epoch:03, Iter:140, Lr:0.00002500', 'Loss:0.7350', 'train_acc:68.46']
2021-05-09 12:22:05,039 - Eye - INFO - ['Epoch:03, Iter:160, Lr:0.00002500', 'Loss:0.7892', 'train_acc:69.16']
2021-05-09 12:22:14,519 - Eye - INFO - ['Epoch:03, Iter:180, Lr:0.00002500', 'Loss:0.8277', 'train_acc:69.62']
2021-05-09 12:22:23,963 - Eye - INFO - ['Epoch:03, Iter:200, Lr:0.00002500', 'Loss:0.5868', 'train_acc:70.16']
2021-05-09 12:22:33,282 - Eye - INFO - ['Epoch:03, Iter:220, Lr:0.00002500', 'Loss:0.4935', 'train_acc:70.62']
2021-05-09 12:22:42,691 - Eye - INFO - ['Epoch:03, Iter:240, Lr:0.00002500', 'Loss:0.6104', 'train_acc:71.24']
2021-05-09 12:22:52,094 - Eye - INFO - ['Epoch:03, Iter:260, Lr:0.00002500', 'Loss:0.6398', 'train_acc:71.72']
2021-05-09 12:23:00,776 - Eye - INFO - ['Epoch:03, Iter:280, Lr:0.00002500', 'Loss:0.6079', 'train_acc:72.33']
2021-05-09 12:23:05,235 - Eye - INFO - ['Epoch:03, Lr:0.00002500, Cost:138.34s', 'Loss:0.7466', 'train_acc:72.34', 'val_acc:53.91', 'val_loss:1.13']
2021-05-09 12:23:17,258 - Eye - INFO - ['Epoch:04, Iter: 20, Lr:0.00001250', 'Loss:0.5591', 'train_acc:81.72']
2021-05-09 12:23:26,594 - Eye - INFO - ['Epoch:04, Iter: 40, Lr:0.00001250', 'Loss:0.6356', 'train_acc:82.46']
2021-05-09 12:23:35,955 - Eye - INFO - ['Epoch:04, Iter: 60, Lr:0.00001250', 'Loss:0.4870', 'train_acc:83.05']
2021-05-09 12:23:45,334 - Eye - INFO - ['Epoch:04, Iter: 80, Lr:0.00001250', 'Loss:0.5885', 'train_acc:83.03']
2021-05-09 12:23:54,865 - Eye - INFO - ['Epoch:04, Iter:100, Lr:0.00001250', 'Loss:0.4737', 'train_acc:83.55']
