2021-05-01 08:31:34,654 - Eye - INFO - Train Dataset uploaded!
2021-05-01 08:31:34,654 - Eye - INFO - device:cuda
2021-05-01 08:32:50,107 - Eye - INFO - ['Epoch:00, Iter: 20, Lr:0.00010000', 'Loss:1.6415', 'train_acc:33.91']
2021-05-01 08:33:03,707 - Eye - INFO - ['Epoch:00, Iter: 40, Lr:0.00010000', 'Loss:1.4133', 'train_acc:40.55']
2021-05-01 08:33:17,719 - Eye - INFO - ['Epoch:00, Iter: 60, Lr:0.00010000', 'Loss:1.3605', 'train_acc:45.16']
2021-05-01 08:33:32,148 - Eye - INFO - ['Epoch:00, Iter: 80, Lr:0.00010000', 'Loss:1.1579', 'train_acc:48.67']
2021-05-01 08:33:46,573 - Eye - INFO - ['Epoch:00, Iter:100, Lr:0.00010000', 'Loss:1.2060', 'train_acc:50.94']
2021-05-01 08:34:01,025 - Eye - INFO - ['Epoch:00, Iter:120, Lr:0.00010000', 'Loss:0.9799', 'train_acc:52.76']
2021-05-01 08:34:15,299 - Eye - INFO - ['Epoch:00, Iter:140, Lr:0.00010000', 'Loss:1.0207', 'train_acc:54.64']
2021-05-01 08:34:29,569 - Eye - INFO - ['Epoch:00, Iter:160, Lr:0.00010000', 'Loss:1.0092', 'train_acc:56.19']
2021-05-01 08:34:43,936 - Eye - INFO - ['Epoch:00, Iter:180, Lr:0.00010000', 'Loss:1.0002', 'train_acc:57.17']
2021-05-01 08:34:58,513 - Eye - INFO - ['Epoch:00, Iter:200, Lr:0.00010000', 'Loss:0.7592', 'train_acc:58.45']
2021-05-01 08:35:12,829 - Eye - INFO - ['Epoch:00, Iter:220, Lr:0.00010000', 'Loss:1.0267', 'train_acc:59.13']
2021-05-01 08:35:27,328 - Eye - INFO - ['Epoch:00, Iter:240, Lr:0.00010000', 'Loss:0.6735', 'train_acc:60.08']
2021-05-01 08:35:41,705 - Eye - INFO - ['Epoch:00, Iter:260, Lr:0.00010000', 'Loss:0.6487', 'train_acc:61.32']
2021-05-01 08:35:56,073 - Eye - INFO - ['Epoch:00, Iter:280, Lr:0.00010000', 'Loss:0.7509', 'train_acc:62.20']
2021-05-01 08:36:10,477 - Eye - INFO - ['Epoch:00, Iter:300, Lr:0.00010000', 'Loss:0.7835', 'train_acc:63.09']
2021-05-01 08:36:24,240 - Eye - INFO - ['Epoch:00, Iter:320, Lr:0.00010000', 'Loss:0.7992', 'train_acc:64.05']
2021-05-01 08:36:37,735 - Eye - INFO - ['Epoch:00, Iter:340, Lr:0.00010000', 'Loss:0.7271', 'train_acc:65.03']
2021-05-01 08:36:52,069 - Eye - INFO - ['Epoch:00, Iter:360, Lr:0.00010000', 'Loss:0.6200', 'train_acc:65.85']
2021-05-01 08:37:06,259 - Eye - INFO - ['Epoch:00, Iter:380, Lr:0.00010000', 'Loss:0.8089', 'train_acc:66.50']
2021-05-01 08:37:20,410 - Eye - INFO - ['Epoch:00, Iter:400, Lr:0.00010000', 'Loss:0.6437', 'train_acc:67.24']
2021-05-01 08:37:34,663 - Eye - INFO - ['Epoch:00, Iter:420, Lr:0.00010000', 'Loss:0.6053', 'train_acc:67.76']
2021-05-01 08:37:48,980 - Eye - INFO - ['Epoch:00, Iter:440, Lr:0.00010000', 'Loss:0.4516', 'train_acc:68.41']
2021-05-01 08:38:03,220 - Eye - INFO - ['Epoch:00, Iter:460, Lr:0.00010000', 'Loss:0.4490', 'train_acc:69.02']
